unichem.ChEMBL	pubchem.CID	CCLE.treatmentid	CTRP.treatmentid	GDSC.treatmentid	gCSI.treatmentid	pubchem.MolecularFormula	pubchem.MolecularWeight	pubchem.InChIKey	pubchem.Title	unichem.ChEBI	unichem.FDA_SRS	unichem.LINCS	unichem.rxnorm	unichem.clinicaltrials	unichem.DrugBank	unichem.NIH_Clinical_Collection	unichem.PharmGKB	chembl.action_type	chembl.disease_efficacy	chembl.max_phase	chembl.mec_id	chembl.mechanism_of_action	chembl.target_chembl_id	chembl.site_id	chembl.parent_molecule_chembl_id
CHEMBL53463	31703		doxorubicin	Doxorubicin		C27H29NO11	543.5	AOJJSUZBOXZQNB-TZSSRYMLSA-N	Doxorubicin	28748	80168379AG	LSM-4062	ADRIAMYCIN,DOXIL,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN	NSC-123127,RUBEX,ADRIAMYCIN,CAELYX,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN,DOXIL,LIPOSOMAL DOXORUBICIN HYDROCHLORIDE,ADRIBLASTINA	DB00997	""	PA449412								
CHEMBL399907	442205			Elephantin		C20H22O7	374.4	HSTUUCOYVIWGLJ-DXUAHVLSSA-N	Elephantin	520527	""	""	""	""	""	""	""								
CHEMBL1972860	300471			Elesclomol		C19H20N4O2S2	400.5	BKJIXTWSNXCKJH-UHFFFAOYSA-N	Elesclomol	79369	6UK191M53P	LSM-4929	""	STA-4783,ELESCLOMOL	DB05719	""	""								
""	11396600		elocalcitol			C29H43FO2	442.6	LRLWXBHFPGSUOX-GJQYOBCGSA-N	Elocalcitol	""	2WDS5F2V6Q	""	""	""	DB06194	""	""								
CHEMBL221137	3218			Embelin		C17H26O4	294.4	IRSFLDGTOHBADP-UHFFFAOYSA-N	Embelin	4778	SHC6U8F5ER	LSM-6311	""	""	""	""	""								
CHEMBL27759	4261		entinostat	Entinostat		C21H20N4O3	376.4	INVTYAOGFAGBOE-UHFFFAOYSA-N	Entinostat	132082	1ZNY4FKK9H	LSM-4811	""	ENTINOSTAT,SNDX-275,MS-27-275	DB11841	""	""	INHIBITOR	1	3	5646	Histone deacetylase inhibitor	CHEMBL2093865		CHEMBL27759
CHEMBL3265032	59473233			Entospletinib		C23H21N7O	411.5	XSMSNFMDVXXHGJ-UHFFFAOYSA-N	Entospletinib	""	6I3O3W6O3B	""	""	ENTOSPLETINIB,GS-9973,SYK INHIBITOR GS-9973	DB12121	""	""	INHIBITOR	1	3	4725	Tyrosine-protein kinase SYK inhibitor	CHEMBL2599		CHEMBL3265032
CHEMBL300138	176167			Enzastaurin		C32H29N5O2	515.6	AXRCEOKUDYDWLF-UHFFFAOYSA-N	Enzastaurin	91368	UC96G28EQF	LSM-1069	""	ENZASTAURIN,ENZASTAURIN HYDROCHLORIDE,LY-317615,LY317615	DB06486	""	""	INHIBITOR	1	3	5299	Protein kinase C beta inhibitor	CHEMBL3045		CHEMBL300138
CHEMBL297453	65064		epigallocatechin-3-monogallate			C22H18O11	458.4	WMBWREPUVVBILR-WIYYLYMNSA-N	Epigallocatechin Gallate	4806	BQM438CTEL	LSM-5661	EPIGALLOCATECHIN GALLATE	""	DB12116	SAM001247031	""								
CHEMBL417	41867			Epirubicin		C27H29NO11	543.5	AOJJSUZBOXZQNB-VTZDEGQISA-N	Epirubicin	47898	3Z8479ZZ5X	LSM-2078	ELLENCE,EPIRUBICIN,EPIRUBICIN HYDROCHLORIDE	FARMORUBICIN,FARMORUBICINA,IMI-28,EPIRUBICIN,EPIRUBICIN HYDROCHLORIDE,ELLENCE,NSC-256942	DB00445	""	PA449476								
CHEMBL94657	448013			Epothilone B		C27H41NO6S	507.7	QXRSDHAAWVKZLJ-PVYNADRNSA-N	Epothilone B	31550	UEC0H0URSE	LSM-43208	""	EPO 906,PATUPILONE,EPO 906A,EPO-906A,EPOTHILONE B,EPO-906	DB03010	""	""	STABILISER	1	3	8371	Tubulin stabiliser	CHEMBL2095182	2629	CHEMBL94657
CHEMBL401989	11214940		erastin		Erastin	C30H31ClN4O4	547	BKQFRNYHFIQEKN-UHFFFAOYSA-N	Erastin	94287	""	LSM-4914	""	""	""	""	""								
CHEMBL1673039	46844147			XMD8-85		C25H29N7O2	459.5	DDTPGANIPBKTNU-UHFFFAOYSA-N	Erk5-IN-1	91375	""	LSM-1093	""	""	""	""	""								
CHEMBL553	176870	Erlotinib	erlotinib	Erlotinib	Erlotinib	C22H23N3O4	393.4	AAKJLRGGTJKAMG-UHFFFAOYSA-N	Erlotinib	114785	J4T82NDH7E	LSM-1097	ERLOTINIB HYDROCHLORIDE,TARCEVA,ERLOTINIB	TARCEVA,OSI-774,CP-358,CP-358,774,CP-358774,ERLOTINIB HYDROCHLORIDE,ERLOTINIB	DB00530	""	PA134687924								
CHEMBL4754504	53393127		SR8278			C18H19NO3S2	361.5	UIEBLUZPSFAFOC-UHFFFAOYSA-N	Ethyl 2-{[5-(methylsulfanyl)thiophen-2-yl]carbonyl}-1,2,3,4-tetrahydroisoquinoline-3-carboxylate	""	""	""	""	""	""	""	""								
CHEMBL3183531	71729975		GSK-J4	GSK-J4		C24H27N5O2	417.5	WBKCKEHGXNWYMO-UHFFFAOYSA-N	Ethyl 3-((6-(4,5-dihydro-1H-benzo[d]azepin-3(2H)-yl)-2-(pyridin-2-yl)pyrimidin-4-yl)amino)propanoate	95077	""	LSM-6328	""	""	""	""	""								
CHEMBL1236620	44237094		KH-CB19			C15H13Cl2N3O2	338.2	CXJCGSPAPOTTSF-VURMDHGXSA-N	Ethyl 3-[(E)-2-Amino-1-Cyanoethenyl]-6,7-Dichloro-1-Methyl-1h-Indole-2-Carboxylate	""	""	""	""	""	DB08691	""	""								
CHEMBL2051959	9840324		etomoxir			C17H23ClO4	326.8	DZLOHEOHWICNIL-QGZVFWFLSA-N	Etomoxir	95011	MSB3DD2XP6	LSM-6240	""	""	""	""	""								
CHEMBL44657	36462		etoposide	Etoposide	Etoposide	C29H32O13	588.6	VJJPUSNTGOMMGY-MRVIYFEKSA-N	Etoposide	4911	6PLQ3CP4P3	LSM-6348	TOPOSAR,ETOPOSIDE	ETOPOSIDE,TOPOSAR,VP-16-213,NSC-141540,VEPESID	DB00773	SAM001246880	PA449552	INHIBITOR	1	4	1209	DNA topoisomerase II inhibitor	CHEMBL2094255		CHEMBL44657
CHEMBL1287853	16722836		TG-101348	Fedratinib		C27H36N6O3S	524.7	JOOXLOJCABQBSG-UHFFFAOYSA-N	Fedratinib	91408	6L1XP550I6	LSM-1142	FEDRATINIB HYDROCHLORIDE,FEDRATINIB	INREBIC,TG-101348,SAR302503,FEDRATINIB,SAR-302503,TG101348	DB12500	""	PA166280361	INHIBITOR	1	4	5326	Tyrosine-protein kinase receptor FLT3 inhibitor	CHEMBL1974		CHEMBL1287853
CHEMBL1287853	16722836		TG-101348	Fedratinib		C27H36N6O3S	524.7	JOOXLOJCABQBSG-UHFFFAOYSA-N	Fedratinib	91408	6L1XP550I6	LSM-1142	FEDRATINIB HYDROCHLORIDE,FEDRATINIB	INREBIC,TG-101348,SAR302503,FEDRATINIB,SAR-302503,TG101348	DB12500	""	PA166280361	INHIBITOR	1	4	5327	Tyrosine-protein kinase JAK2 inhibitor	CHEMBL2971		CHEMBL1287853
CHEMBL2347655	44224257			ARRY-520		C20H22F2N4O2S	420.5	LLXISKGBWFTGEI-FQEVSTJZSA-N	Filanesib	""	8A49OSO368	""	""	FILANESIB,ARRY-520	DB06040	""	""	INHIBITOR	1	2	8281	Kinesin-like protein 1 inhibitor	CHEMBL4581		CHEMBL2347655
CHEMBL314854	107970		fingolimod			C19H33NO2	307.5	KKGQTZUTZRNORY-UHFFFAOYSA-N	Fingolimod	63115	3QN8BYN5QF	LSM-45416	GILENYA,FINGOLIMOD,FINGOLIMOD HYDROCHLORIDE	GILENYA,FTY-720,FTY720,FINGOLIMOD,GILENIA,FINGOLIMOD HYDROCHLORIDE	DB08868	""	""								
CHEMBL544665	107969			FTY-720		C19H34ClNO2	343.9	SWZTYAVBMYWFGS-UHFFFAOYSA-N	Fingolimod Hydrochloride	63112	G926EC510T	""	""	""	""	""	""	AGONIST	1	4	1914	Sphingosine 1-phosphate receptor agonist	CHEMBL2363041		CHEMBL314854
CHEMBL1568	657237			Fludarabine		C10H12FN5O4	285.23	HBUBKKRHXORPQB-FJFJXFQQSA-N	Fludarabine	94701	P2K93U8740	LSM-5747	""	""	DB01073	SAM002548956	""								
CHEMBL185	3385		fluorouracil	5-Fluorouracil	5-FU	C4H3FN2O2	130.08	GHASVSINZRGABV-UHFFFAOYSA-N	Fluorouracil	46345	U3P01618RT	LSM-4261	EFUDEX,FLUOROURACIL,ADRUCIL,CARAC,TOLAK,FLUOROPLEX	RO-2-9757,ADRUCIL,FLUOROPLEX,FLUOROURACIL,EFUDEX,NSC-19893,CARAC,RO 2-9757	DB00544	SAM002264615	PA128406956	INHIBITOR	1	4	486	Thymidylate synthase inhibitor	CHEMBL1952		CHEMBL185
CHEMBL185	3385		fluorouracil	5-Fluorouracil	5-FU	C4H3FN2O2	130.08	GHASVSINZRGABV-UHFFFAOYSA-N	Fluorouracil	46345	U3P01618RT	LSM-4261	EFUDEX,FLUOROURACIL,ADRUCIL,CARAC,TOLAK,FLUOROPLEX	RO-2-9757,ADRUCIL,FLUOROPLEX,FLUOROURACIL,EFUDEX,NSC-19893,CARAC,RO 2-9757	DB00544	SAM002264615	PA128406956	INHIBITOR	1	4	1888	DNA inhibitor	CHEMBL2311221		CHEMBL185
CHEMBL185	3385		fluorouracil	5-Fluorouracil	5-FU	C4H3FN2O2	130.08	GHASVSINZRGABV-UHFFFAOYSA-N	Fluorouracil	46345	U3P01618RT	LSM-4261	EFUDEX,FLUOROURACIL,ADRUCIL,CARAC,TOLAK,FLUOROPLEX	RO-2-9757,ADRUCIL,FLUOROPLEX,FLUOROURACIL,EFUDEX,NSC-19893,CARAC,RO 2-9757	DB00544	SAM002264615	PA128406956	INHIBITOR	1	4	1895	RNA inhibitor	CHEMBL2311222		CHEMBL185
CHEMBL1230609	42642645		foretinib	Foretinib		C34H34F2N4O6	632.7	CXQHYVUVSFXTMY-UHFFFAOYSA-N	Foretinib	91418	81FH7VK1C4	LSM-1158	""	GSK1363089G,XL880,XL-880,FORETINIB,EXEL-2880,GSK-1363089,GSK-1363089G	DB12307	""	""	INHIBITOR	1	2	4726	Tyrosine-protein kinase receptor FLT3 inhibitor	CHEMBL1974		CHEMBL1230609
CHEMBL1230609	42642645		foretinib	Foretinib		C34H34F2N4O6	632.7	CXQHYVUVSFXTMY-UHFFFAOYSA-N	Foretinib	91418	81FH7VK1C4	LSM-1158	""	GSK1363089G,XL880,XL-880,FORETINIB,EXEL-2880,GSK-1363089,GSK-1363089G	DB12307	""	""	INHIBITOR	1	2	4727	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL1230609
CHEMBL1230609	42642645		foretinib	Foretinib		C34H34F2N4O6	632.7	CXQHYVUVSFXTMY-UHFFFAOYSA-N	Foretinib	91418	81FH7VK1C4	LSM-1158	""	GSK1363089G,XL880,XL-880,FORETINIB,EXEL-2880,GSK-1363089,GSK-1363089G	DB12307	""	""	INHIBITOR	1	2	4728	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL1230609
CHEMBL1230609	42642645		foretinib	Foretinib		C34H34F2N4O6	632.7	CXQHYVUVSFXTMY-UHFFFAOYSA-N	Foretinib	91418	81FH7VK1C4	LSM-1158	""	GSK1363089G,XL880,XL-880,FORETINIB,EXEL-2880,GSK-1363089,GSK-1363089G	DB12307	""	""	INHIBITOR	1	2	4729	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL1230609
CHEMBL1230609	42642645		foretinib	Foretinib		C34H34F2N4O6	632.7	CXQHYVUVSFXTMY-UHFFFAOYSA-N	Foretinib	91418	81FH7VK1C4	LSM-1158	""	GSK1363089G,XL880,XL-880,FORETINIB,EXEL-2880,GSK-1363089,GSK-1363089G	DB12307	""	""	INHIBITOR	1	2	4730	Tyrosine-protein kinase TIE-2 inhibitor	CHEMBL4128		CHEMBL1230609
CHEMBL1230609	42642645		foretinib	Foretinib		C34H34F2N4O6	632.7	CXQHYVUVSFXTMY-UHFFFAOYSA-N	Foretinib	91418	81FH7VK1C4	LSM-1158	""	GSK1363089G,XL880,XL-880,FORETINIB,EXEL-2880,GSK-1363089,GSK-1363089G	DB12307	""	""	INHIBITOR	1	2	4731	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL1230609
CHEMBL1358	104741		fulvestrant	Fulvestrant		C32H47F5O3S	606.8	VWUXBMIQPBEWFH-WCCTWKNTSA-N	Fulvestrant	31638	22X328QOC4	LSM-6504	FULVESTRANT,FASLODEX	FULVESTRANT,FASLODEX,ICI-182780,ZD-9238,ZD9238,ICI 182,780	DB00947	""	PA164747170	ANTAGONIST	1	4	1075	Estrogen receptor antagonist	CHEMBL2093866		CHEMBL1358
""	2733487		fumonisin B1			C34H59NO15	721.8	UVBUBMSSQKOIBE-DSLOAKGESA-N	Fumonisin b1	38221	3ZZM97XZ32	""	""	""	""	""	""								
CHEMBL1969416	353472			Gallibiscoquinazole		C15H20N4O8	384.34	LZHVHZJESCMXKN-UHFFFAOYSA-N	Gallibiscoquinazole	""	""	""	""	""	""	""	""								
CHEMBL2364611	10090485		LY-2157299			C22H19N5O	369.4	IVRXNBXKWIJUQB-UHFFFAOYSA-N	Galunisertib	137064	3OKH1W5LZE	LSM-45601	""	LY-2157299,GALUNISERTIB,LY2157299	DB11911	""	""	INHIBITOR	1	2	4754	TGF-beta receptor type I inhibitor	CHEMBL4439		CHEMBL2364611
CHEMBL939	123631		gefitinib	Gefitinib	Gefitinib	C22H24ClFN4O3	446.9	XGALLCVXEZPNRQ-UHFFFAOYSA-N	Gefitinib	49668	S65743JHBS	LSM-1098	GEFITINIB,IRESSA	GEFITINIB,IRESSA,ZD-1839,ZD1839	DB00317	""	PA131301952	INHIBITOR	1	4	244	Epidermal growth factor receptor erbB1 inhibitor	CHEMBL203		CHEMBL939
CHEMBL888	60750		gemcitabine	Gemcitabine	Gemcitabine	C9H11F2N3O4	263.2	SDUQYLNIPVEERB-QPPQHZFASA-N	Gemcitabine	175901	B76N6SBZ8R	LSM-5333	INFUGEM,GEMZAR,GEMCITABINE HYDROCHLORIDE,GEMCITABINE	LY188011,NSC-613327,LY-188011,GEMCITABINE,GEMCITABINE HYDROCHLORIDE,GEMZAR,INFUGEM	DB00441	""	PA449748								
CHEMBL1543	124886			glutathione		C10H17N3O6S	307.33	RWSXRVCMGQZWBV-WDSKDSINSA-N	Glutathione	16856	GAN16C9B8O	""	GLUTATHIONE	L-GLUTATHIONE REDUCED,GLUTHAM,GLUTATHIONE	DB00143	""	""								
CHEMBL51483	3503		gossypol			C30H30O8	518.6	QBKSWRVVCFFDOT-UHFFFAOYSA-N	Gossypol	""	KAV15B369O,8DY2X8LXW4,XNA7DR63CQ	LSM-6229	""	GOSSYPOL	DB13044,DB17379	""	""								
CHEMBL4301645	71522234			GSK-LSD1		C14H20N2	216.32	BASFYRLYJAZPPL-UONOGXRCSA-N	Gsk-lsd1	""	""	""	""	""	""	""	""								
CHEMBL501711	441298		hyperforin			C35H52O4	536.8	KGSZHKRKHXOAMG-HQKKAZOISA-N	Hyperforin	""	""	""	""	""	""	""	""								
CHEMBL373751	11626927		CAY10576	GSK319347A		C22H19N3O5S2	469.5	LDTAHRLHGHFHKP-UHFFFAOYSA-N	IKK-3 Inhibitor	91459	""	LSM-1216	""	""	""	""	""								
CHEMBL1873475	24821094		ibrutinib	Ibrutinib	Ibrutinib	C25H24N6O2	440.5	XYFPWWZEPKGCCK-GOSISDBHSA-N	Ibrutinib	76612	1X70OSD4VX	LSM-45830	IMBRUVICA,IBRUTINIB	CRA-032765,IMBRUVICA,PCI-32765,PCI 32765,IBRUTINIB	DB09053	""	PA166121346	INHIBITOR	1	4	2242	Tyrosine-protein kinase BTK inhibitor	CHEMBL5251	248	CHEMBL1873475
CHEMBL3769975	45168044			ICL-SIRT078		C28H26N4O2S	482.6	UEJBOCXPGHSONP-UHFFFAOYSA-N	Icl-sirt078	""	""	""	""	""	""	""	""								
CHEMBL2216870	11625818		CAL-101	Idelalisib	CAL-101	C22H18FN7O	415.4	IFSDAJWBUCMOAH-HNNXBMFYSA-N	Idelalisib	82701	YG57I8T5M0	LSM-1205	IDELALISIB,ZYDELIG	ZYDELIG,CAL-101,GS-1101,IDELALISIB	DB09054	""	""	INHIBITOR	1	4	2297	PI3-kinase p110-delta subunit inhibitor	CHEMBL3130		CHEMBL2216870
CHEMBL1024	3690		ifosfamide			C7H15Cl2N2O2P	261.08	HOMGKSMUEGBAAB-UHFFFAOYSA-N	Ifosfamide	5864	UM20QQM95Y	LSM-5118	IFEX,IFOSFAMIDE	MJF 9325,NSC-109724,IFOSFAMIDE,Z-4942,Z4942,MJF-9325	DB01181	""	PA449964	INHIBITOR	1	4	1869	DNA inhibitor	CHEMBL2311221		CHEMBL1024
CHEMBL941	5291		imatinib	Imatinib		C29H31N7O	493.6	KTUFNOKKBVMGRW-UHFFFAOYSA-N	Imatinib	45783	BKJ8M8G5HI	LSM-1023	IMATINIB,GLEEVEC,IMATINIB MESYLATE	QTI-571,QTI571,NSC-716051,IMATINIB MESYLATE,IMATINIB METHANESULFONATE,GLAMOX,GLEEVEC,STI 571,STI-571,STI571,IMATINIB,IMATINIB MESILATE	DB00619	""	PA10804								
CHEMBL1498173	2949965		importazole			C20H22N4	318.4	HKGJEZIGDHFJFL-UHFFFAOYSA-N	Importazole	95107	""	LSM-6371	""	""	""	""	""								
CHEMBL77517	216468		indisulam			C14H12ClN3O4S2	385.8	SETFNECMODOHTO-UHFFFAOYSA-N	Indisulam	145431	WJ98J3NM90	""	""	E7070,E-7070,INDISULAM	DB06370	""	""								
CHEMBL2177390	24788740			Ipatasertib		C24H32ClN5O2	458	GRZXWCHAXNAUHY-NSISKUIASA-N	Ipatasertib	95089	524Y3IB4HQ	LSM-6341	""	IPATASERTIB,GDC-0068,RG7440,RG-7440	DB11743	""	""	INHIBITOR	1	3	4811	Serine/threonine-protein kinase AKT inhibitor	CHEMBL2111353		CHEMBL2177390
CHEMBL481	60838	Irinotecan		Irinotecan		C33H38N4O6	586.7	UWKQSNNFCGGAFS-XIFFEERXSA-N	Irinotecan	80630	7673326042	LSM-2167	IRINOTECAN HYDROCHLORIDE,IRINOTECAN,CAMPTOSAR,ONIVYDE	IRINOTECAN,IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE HYDRATE,IRINOTECAN HYDROCHLORIDE TRIHYDRATE,U-101,440E,U-101440E,ONIVYDE,CAMPTOSAR,CAMPTO,CPT-11	DB00762	""	PA450085								
CHEMBL81925	151289		isoevodiamine			C19H17N3O	303.4	TXDUTHBFYKGSAH-UHFFFAOYSA-N	Isoevodiamine	95196	""	LSM-6483	""	""	""	""	""								
CHEMBL454652	72967		isonicotinohydroxamic acid			C6H6N2O2	138.12	HZNTVAYNXKPCFK-UHFFFAOYSA-N	Isonicotinohydroxamic acid	125317	F0UQ8FE3Y1	LSM-36788	""	""	""	""	""								
CHEMBL2347651	6450816			Ispinesib Mesylate		C31H37ClN4O5S	613.2	MRKSDPIHUJSKRA-HZPIKELBSA-N	Ispinesib mesylate	""	R6ZMD4UH3D	""	""	""	""	""	""								
CHEMBL431770	5311037		istradefylline			C20H24N4O4	384.4	IQVRBWUUXZMOPW-PKNBQFBNSA-N	Istradefylline	134726	2GZ0LIK7T4	""	NOURIANZ,ISTRADEFYLLINE	KW-6002,ISTRADEFYLLINE,NOURIANZ	DB11757	""	""	ANTAGONIST	1	4	5688	Adenosine A2a receptor antagonist	CHEMBL251		CHEMBL431770
CHEMBL22587	55283		itraconazole			C35H38Cl2N8O4	705.6	VHVPQPYKVGDNFY-ZPGVKDDISA-N	Itraconazole	6076	304NUG5GF4	LSM-45773	""	""	DB01167	""	PA450132								
CHEMBL2141296	25183872		MLN2238			C14H19BCl2N2O4	361	MXAYKZJJDUDWDS-LBPRGKRZSA-N	Ixazomib	90942	71050168A2	LSM-4944	IXAZOMIB	MLN2238,MLN-2238,IXAZOMIB	DB09570	""	""	INHIBITOR	1	4	7822	26S proteasome inhibitor	CHEMBL2364701	2633	CHEMBL2141296
CHEMBL210618	11624601			JNK Inhibitor VIII		C18H20N4O4	356.4	KQMPRSZTUSSXND-UHFFFAOYSA-N	JNK Inhibitor VIII	""	""	""	""	""	""	""	""								
CHEMBL2133806	46911863			JNJ38877605		C19H13F2N7	377.3	JRWCBEOAFGHNNU-UHFFFAOYSA-N	Jnj-38877605	91417	15UDG410PN	LSM-1157	""	JNJ-38877605	DB13113	""	""	INHIBITOR	1	1	4249	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL2133806
CHEMBL3393606	57340680			ZG-10		C28H27N7O2	493.6	VZEONOGFXYTZGT-WEVVVXLNSA-N	Jnk-IN-2	""	""	LSM-43288	""	""	""	""	""								
CHEMBL2140173	15953870		KU-60019	KU-60019		C30H33N3O5S	547.7	SCELLOWTHJGVIC-BGYRXZFFSA-N	KU-60019	""	IAN358A69K	""	""	""	""	""	""								
CHEMBL1078983	16736978		KU-0063794			C25H31N5O4	465.5	RFSMUFRPPYDYRD-CALCHBBNSA-N	Ku-0063794	85572	81HJG228AB	LSM-5754	""	""	""	""	""								
CHEMBL2070615	46192505			LIMK1 inhibitor BMS4		C23H23N7O2S	461.5	WUCYRTXFXRZKSV-UHFFFAOYSA-N	LIMK1 inhibitor BMS-4	""	""	""	""	""	""	""	""								
CHEMBL554	208908	Lapatinib	lapatinib	Lapatinib	Lapatinib	C29H26ClFN4O4S	581.1	BCFGMOOMADDAQU-UHFFFAOYSA-N	Lapatinib	49603	0VUA21238F	LSM-1051	LAPATINIB DITOSYLATE,TYKERB,LAPATINIB	LAPATINIB,LAPATINIB DITOSYLATE,LAPATINIB DITOSYLATE MONOHYDRATE,TYKERB,TYVERB,GW-572016,GW572016,GSK-572016	DB01259	""	PA152241907								
CHEMBL960	3899			Leflunomide		C12H9F3N2O2	270.21	VHOGYURTWQBHIL-UHFFFAOYSA-N	Leflunomide	6402	G162GK9U4W	LSM-3771	ARAVA,LEFLUNOMIDE	HWA-486,ARAVA,LEFLUNOMIDE,SU-101,SU101	DB01097	""	PA450192	INHIBITOR	1	4	497	Dihydroorotate dehydrogenase inhibitor	CHEMBL1966		CHEMBL960
CHEMBL848	216326			Lenalidomide	Lenalidomide	C13H13N3O3	259.26	GOTYRUGSSMKFNF-UHFFFAOYSA-N	Lenalidomide	63791	F0P408N6V4	LSM-6187	LENALIDOMIDE,REVLIMID	SYP-1512,REVLIMID,CDC-501,CC-5013,LENALIDOMIDE	DB00480	""	PA162363968	INHIBITOR	1	4	5876	CRL4(CRBN) E3 ubiquitin ligase inhibitor	CHEMBL3833061		CHEMBL848
CHEMBL1289601	9823820		lenvatinib			C21H19ClN4O4	426.9	WOSKHXYHFSIKNG-UHFFFAOYSA-N	Lenvatinib	85994	EE083865G2	LSM-45581	LENVATINIB,LENVIMA,LENVATINIB MESYLATE	LENVATINIB METHANESULFONATE,E-7080 MESYLATE,E7080 MESYLATE,ER-203492-00,E-7080,E7080,LENVATINIB,LENVATINIB MESILATE,LENVATINIB MESYLATE,LENVIMA	DB09078	""	PA166153472								
CHEMBL486133	6917907		leptomycin B			C33H48O6	540.7	YACHGFWEQXFSBS-XYERBDPFSA-N	Leptomycin B	52646	Y031I2N1EO	""	""	""	""	""	""								
CHEMBL1078	446155		fluvastatin			C24H26FNO4	411.5	FJLGEFLZQAZZCD-MCBHFWOFSA-N	Lescol	38565	""	LSM-43003	""	""	""	SAM002548940	""								
CHEMBL603469	126565			Lestaurtinib		C26H21N3O4	439.5	UIARLYUEJFELEN-LROUJFHJSA-N	Lestaurtinib	91471	DO989GC5D1	LSM-1231	""	KT5555,CEP-701,KT-5555,SPM-924,LESTAURTINIB,SP-924,SP924,KT-555	""	""	""	INHIBITOR	1	3	5271	Tyrosine-protein kinase receptor FLT3 inhibitor	CHEMBL1974		CHEMBL603469
CHEMBL603469	126565			Lestaurtinib		C26H21N3O4	439.5	UIARLYUEJFELEN-LROUJFHJSA-N	Lestaurtinib	91471	DO989GC5D1	LSM-1231	""	KT5555,CEP-701,KT-5555,SPM-924,LESTAURTINIB,SP-924,SP924,KT-555	""	""	""	INHIBITOR	1	3	5272	Tyrosine-protein kinase JAK2 inhibitor	CHEMBL2971		CHEMBL603469
CHEMBL603469	126565			Lestaurtinib		C26H21N3O4	439.5	UIARLYUEJFELEN-LROUJFHJSA-N	Lestaurtinib	91471	DO989GC5D1	LSM-1231	""	KT5555,CEP-701,KT-5555,SPM-924,LESTAURTINIB,SP-924,SP924,KT-555	""	""	""	INHIBITOR	1	3	5273	Nerve growth factor receptor Trk-A inhibitor	CHEMBL2815		CHEMBL603469
CHEMBL603469	126565			Lestaurtinib		C26H21N3O4	439.5	UIARLYUEJFELEN-LROUJFHJSA-N	Lestaurtinib	91471	DO989GC5D1	LSM-1231	""	KT5555,CEP-701,KT-5555,SPM-924,LESTAURTINIB,SP-924,SP924,KT-555	""	""	""	INHIBITOR	1	3	5274	Neurotrophic tyrosine kinase receptor type 2 inhibitor	CHEMBL4898		CHEMBL603469
CHEMBL603469	126565			Lestaurtinib		C26H21N3O4	439.5	UIARLYUEJFELEN-LROUJFHJSA-N	Lestaurtinib	91471	DO989GC5D1	LSM-1231	""	KT5555,CEP-701,KT-5555,SPM-924,LESTAURTINIB,SP-924,SP924,KT-555	""	""	""	INHIBITOR	1	3	5275	NT-3 growth factor receptor inhibitor	CHEMBL5608		CHEMBL603469
CHEMBL603469	126565			Lestaurtinib		C26H21N3O4	439.5	UIARLYUEJFELEN-LROUJFHJSA-N	Lestaurtinib	91471	DO989GC5D1	LSM-1231	""	KT5555,CEP-701,KT-5555,SPM-924,LESTAURTINIB,SP-924,SP924,KT-555	""	""	""	INHIBITOR	1	3	5276	Tyrosine-protein kinase receptor RET inhibitor	CHEMBL2041		CHEMBL603469
CHEMBL223360	11485656		linifanib	Linifanib		C21H18FN5O	375.4	MPVGZUGXCQEXTM-UHFFFAOYSA-N	Linifanib	91435	CO93X137CW	LSM-1183	""	LINIFANIB,ABT-869	DB06080	""	""	INHIBITOR	1	3	5244	Macrophage colony stimulating factor receptor inhibitor	CHEMBL1844		CHEMBL223360
CHEMBL223360	11485656		linifanib	Linifanib		C21H18FN5O	375.4	MPVGZUGXCQEXTM-UHFFFAOYSA-N	Linifanib	91435	CO93X137CW	LSM-1183	""	LINIFANIB,ABT-869	DB06080	""	""	INHIBITOR	1	3	5245	Tyrosine-protein kinase receptor FLT3 inhibitor	CHEMBL1974		CHEMBL223360
CHEMBL223360	11485656		linifanib	Linifanib		C21H18FN5O	375.4	MPVGZUGXCQEXTM-UHFFFAOYSA-N	Linifanib	91435	CO93X137CW	LSM-1183	""	LINIFANIB,ABT-869	DB06080	""	""	INHIBITOR	1	3	5246	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL223360
CHEMBL223360	11485656		linifanib	Linifanib		C21H18FN5O	375.4	MPVGZUGXCQEXTM-UHFFFAOYSA-N	Linifanib	91435	CO93X137CW	LSM-1183	""	LINIFANIB,ABT-869	DB06080	""	""	INHIBITOR	1	3	5247	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL223360
CHEMBL1996234	11640390		linsitinib	Linsitinib		C26H23N5O	421.5	PKCDDUHJAFVJJB-UHFFFAOYSA-N	Linsitinib	91402	""	LSM-1135	""	""	""	""	""								
